,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,MOS
C3_kendo_R50_view_3_blended.avi,3,2,4,3,4,3,5,4,2,2,3,3,2,3,4,5,3,2,2,3,3,2,3,3.043478261
C7_kendo_R2_view_3.avi,2,2,4,3,3,3,3,3,2,3,3,4,2,4,4,3,3,2,3,5,3,4,3,3.086956522
C7_kendo_R2_view_3_blended.avi,3,4,4,4,5,3,5,5,2,4,3,4,2,4,4,5,4,2,3,5,4,3,4,3.739130435
C7_kendo_R6_view_3.avi,2,3,4,4,4,4,5,4,3,4,4,4,2,5,4,4,3,2,3,5,3,4,3,3.608695652
C7_kendo_R6_view_3_blended.avi,3,4,2,2,3,4,5,1,2,2,2,2,2,2,4,3,3,1,2,2,2,2,1,2.434782609
C7_kendo_R24_view_3.avi,4,4,3,4,4,4,3,3,4,4,4,5,3,4,5,4,4,2,4,5,4,4,3,3.826086957
C7_kendo_R24_view_3_blended.avi,1,3,1,1,3,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,3,1.608695652
C5_kendo_R2_view_3.avi,2,3,3,3,3,2,4,3,1,3,3,3,2,2,3,3,4,2,3,3,2,3,5,2.826086957
C5_kendo_R2_view_3_blended.avi,3,2,4,4,3,3,2,5,2,4,4,4,2,3,4,5,5,2,3,4,2,4,4,3.391304348
C5_kendo_R6_view_3.avi,2,2,1,2,4,2,3,3,1,2,2,1,1,1,1,1,2,2,2,1,3,2,2,1.869565217
C5_kendo_R6_view_3_blended.avi,2,2,2,1,4,2,3,3,2,2,2,2,2,2,2,3,3,1,2,1,2,2,2,2.130434783
C5_kendo_R10_view_3.avi,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1.347826087
C5_kendo_R10_view_3_blended.avi,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1.304347826
C4_kendo_R1_view_3.avi,2,2,4,2,4,2,4,5,2,3,3,3,2,3,2,3,3,2,4,4,2,3,2,2.869565217
C4_kendo_R1_view_3_blended.avi,3,2,4,4,5,5,5,4,3,4,2,4,2,4,4,5,4,2,4,5,2,3,2,3.565217391
C4_kendo_R2_view_3.avi,2,1,4,4,2,3,4,4,2,2,2,2,2,3,1,2,2,2,2,2,3,3,3,2.47826087
C4_kendo_R2_view_3_blended.avi,3,2,3,4,4,4,5,4,3,3,3,5,3,2,3,4,4,3,4,4,4,2,5,3.52173913
C4_kendo_R3_view_3.avi,3,1,4,4,1,1,4,2,3,3,3,1,2,3,2,3,3,2,2,3,3,3,3,2.565217391
C4_kendo_R3_view_3_blended.avi,2,4,4,3,3,1,4,3,2,3,4,4,2,3,3,3,4,3,2,3,3,2,5,3.043478261
C6_kendo_R2_view_3.avi,2,2,4,4,4,2,4,4,2,4,2,3,1,4,3,3,4,2,2,4,3,3,3,3
C6_kendo_R2_view_3_blended.avi,3,3,4,3,5,2,5,4,3,4,2,4,2,5,4,5,4,3,4,5,4,4,3,3.695652174
C6_kendo_R6_view_3.avi,2,3,3,3,4,2,2,1,1,3,2,4,2,3,2,3,2,2,2,1,1,2,4,2.347826087
C6_kendo_R6_view_3_blended.avi,3,3,5,3,3,4,3,5,3,4,4,4,3,2,3,4,4,3,4,3,4,4,3,3.52173913
C6_kendo_R10_view_3.avi,1,2,3,1,2,2,2,4,2,2,1,2,1,2,3,2,1,1,1,1,2,2,2,1.826086957
C6_kendo_R10_view_3_blended.avi,3,2,4,2,4,3,4,3,2,3,2,5,2,3,3,3,4,2,3,2,3,4,4,3.043478261
Original_newspaper_view_4.avi,2,2,3,1,2,3,2,3,1,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2.086956522
Original_newspaper_view_4_blended.avi,2,2,3,1,4,3,4,2,1,2,3,2,1,4,3,2,3,1,2,2,1,2,3,2.304347826
C1_newspaper_R25_view_4.avi,2,2,2,2,4,3,3,2,2,3,2,1,2,3,3,1,2,1,2,2,2,2,2,2.173913043
C1_newspaper_R25_view_4_blended.avi,2,2,4,3,4,2,2,3,2,3,2,1,1,3,2,2,2,1,2,2,2,2,2,2.217391304
C1_newspaper_R35_view_4.avi,2,2,3,4,2,2,4,4,2,3,3,3,2,3,3,1,2,1,2,2,1,3,3,2.47826087
C1_newspaper_R35_view_4_blended.avi,2,3,3,2,2,4,4,4,2,2,3,2,2,4,4,2,2,2,2,3,2,2,4,2.695652174
C1_newspaper_R47_view_4.avi,2,2,3,1,2,3,2,3,1,2,3,1,2,3,3,2,2,2,2,3,2,3,3,2.260869565
C1_newspaper_R47_view_4_blended.avi,2,2,4,1,3,3,4,2,2,3,3,2,2,3,3,3,3,1,2,2,2,3,2,2.47826087
C2_newspaper_R25_view_4.avi,3,3,3,4,3,3,4,3,1,3,3,2,3,4,4,3,3,1,2,4,3,2,2,2.869565217
C2_newspaper_R25_view_4_blended.avi,3,2,3,2,3,3,4,4,2,3,3,3,2,3,3,2,3,2,3,4,3,2,3,2.826086957
C2_newspaper_R35_view_4.avi,2,2,3,2,3,3,4,3,1,2,2,2,2,3,1,3,3,2,3,2,4,2,2,2.434782609
C2_newspaper_R35_view_4_blended.avi,1,2,3,2,2,3,2,2,2,3,3,2,2,3,3,2,2,1,2,2,3,2,2,2.217391304
C2_newspaper_R47_view_4.avi,2,2,2,1,3,2,2,2,1,2,1,1,2,2,2,3,3,1,1,2,1,2,1,1.782608696
C2_newspaper_R47_view_4_blended.avi,2,1,2,1,1,1,1,3,1,2,3,1,1,2,3,1,3,1,2,1,2,2,2,1.695652174
C3_newspaper_R34_view_4.avi,2,3,3,3,4,3,3,4,2,3,2,3,2,4,4,2,3,2,3,4,2,2,3,2.869565217
C3_newspaper_R34_view_4_blended.avi,2,2,3,2,4,2,5,5,2,3,3,3,2,3,4,3,3,2,2,4,2,3,3,2.913043478
C3_newspaper_R45_view_4.avi,3,2,3,2,2,2,3,3,2,2,1,2,2,3,2,2,2,1,3,2,2,2,2,2.173913043
C3_newspaper_R45_view_4_blended.avi,2,2,4,1,2,3,4,2,2,2,2,2,2,3,3,2,3,1,2,2,3,2,2,2.304347826
C3_newspaper_R50_view_4.avi,2,2,3,2,2,2,3,3,2,3,3,1,2,3,4,2,3,2,2,2,2,2,2,2.347826087
C3_newspaper_R50_view_4_blended.avi,2,2,3,1,3,3,3,3,2,3,3,2,2,2,2,1,3,1,3,2,2,3,3,2.347826087
C7_newspaper_R2_view_4.avi,3,2,4,3,4,3,5,4,2,3,3,3,2,4,4,3,3,1,3,4,2,4,3,3.130434783
C7_newspaper_R2_view_4_blended.avi,2,3,4,1,4,3,4,3,2,4,3,3,2,3,4,3,3,3,2,2,3,3,4,2.956521739
C7_newspaper_R6_view_4.avi,2,2,3,2,2,3,3,3,2,3,2,1,2,2,2,2,3,1,2,3,2,3,2,2.260869565
C7_newspaper_R6_view_4_blended.avi,2,2,4,1,1,3,4,2,2,2,3,2,2,2,2,1,3,1,2,2,2,2,3,2.173913043
C7_newspaper_R24_view_4.avi,5,5,5,4,5,2,5,5,3,4,3,4,3,5,5,4,4,4,5,5,3,4,5,4.217391304
C7_newspaper_R24_view_4_blended.avi,5,3,5,3,5,4,5,5,4,3,2,4,3,5,5,5,5,4,2,4,5,3,5,4.086956522
C5_newspaper_R1_view_4.avi,2,3,3,3,4,3,2,2,2,3,4,3,2,3,2,3,3,1,2,3,2,2,2,2.565217391
C5_newspaper_R1_view_4_blended.avi,2,2,3,3,4,3,3,3,2,2,3,2,2,4,4,2,2,1,2,3,3,3,2,2.608695652
C5_newspaper_R6_view_4.avi,1,1,3,2,4,2,4,1,1,2,4,1,1,2,2,2,3,1,1,3,1,2,2,2
C5_newspaper_R6_view_4_blended.avi,1,3,3,2,2,2,4,4,2,2,3,1,1,2,1,3,2,3,1,3,1,2,1,2.130434783
C5_newspaper_R10_view_4.avi,1,1,3,1,3,2,4,1,1,2,3,2,1,1,2,1,3,1,2,2,1,2,1,1.782608696
C5_newspaper_R10_view_4_blended.avi,1,1,2,1,3,2,2,2,1,2,2,1,1,1,3,3,3,1,1,2,1,2,2,1.739130435
C4_newspaper_R1_view_4.avi,2,3,3,1,4,2,4,3,2,3,2,2,2,2,2,1,2,1,3,2,2,2,2,2.260869565
C4_newspaper_R1_view_4_blended.avi,2,2,3,1,2,2,3,5,1,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2.304347826
C4_newspaper_R2_view_4.avi,1,1,3,1,1,2,2,4,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1.739130435
C4_newspaper_R2_view_4_blended.avi,1,2,2,1,2,2,3,3,2,3,3,1,2,1,2,1,2,1,1,1,2,2,2,1.826086957
C4_newspaper_R3_view_4.avi,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1.260869565
C4_newspaper_R3_view_4_blended.avi,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,2,1.304347826
C6_newspaper_R2_view_4.avi,2,2,3,2,4,2,4,4,2,3,2,2,2,3,3,2,2,1,2,2,3,2,2,2.434782609
C6_newspaper_R2_view_4_blended.avi,2,2,3,2,3,2,2,4,2,3,2,2,2,3,4,2,3,1,1,3,2,2,4,2.434782609
C6_newspaper_R6_view_4.avi,2,3,3,2,4,1,4,1,2,3,2,2,2,3,3,3,2,1,3,2,2,2,3,2.391304348
C6_newspaper_R6_view_4_blended.avi,2,2,3,2,4,2,2,2,1,3,2,2,1,2,3,2,2,1,1,2,3,2,2,2.086956522
C6_newspaper_R10_view_4.avi,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1.47826087
C6_newspaper_R10_view_4_blended.avi,2,2,2,1,2,2,2,2,1,2,2,2,1,3,2,1,2,1,1,1,2,1,3,1.739130435
