,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,MOS
src07_hrc06.avi               ,4,3,3,4,3,3,4,3,3,3,3,3,3,2,3,4,2,4,4,3,2,3,3,3,3,3,3,2,3.071428571
src07_hrc07.avi               ,4,4,2,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,2.892857143
src07_hrc08.avi               ,4,4,3,5,3,3,2,3,2,4,3,4,2,3,3,3,2,2,5,3,3,2,3,2,3,2,3,2,2.964285714
src07_hrc09.avi               ,4,3,3,3,3,3,2,4,2,3,3,1,1,2,3,3,3,2,3,3,1,3,2,1,3,3,3,2,2.571428571
src07_hrc10.avi               ,4,3,2,4,3,3,3,4,2,2,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,2,4,3,3.142857143
src07_hrc11.avi               ,4,4,2,3,3,3,2,4,1,2,3,2,2,3,2,3,2,1,2,3,1,2,2,1,2,2,2,2,2.321428571
src07_hrc12.avi               ,5,3,3,4,3,3,4,4,3,3,3,4,2,3,3,3,3,3,4,3,1,2,3,2,3,3,3,2,3.035714286
src07_hrc15.avi               ,4,4,3,4,3,3,3,3,1,3,3,4,3,3,4,2,2,2,4,2,2,3,2,1,3,1,2,3,2.75
src07_hrc16.avi               ,3,2,2,3,3,2,3,4,2,3,3,3,2,3,3,3,3,3,4,3,2,3,2,4,2,3,2,4,2.821428571
src07_hrc17.avi               ,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3.321428571
src07_hrc18.avi               ,4,3,3,4,4,4,4,3,3,3,4,4,2,4,3,2,4,3,4,3,2,3,2,3,4,3,3,3,3.25
src07_hrc19.avi               ,4,4,4,4,4,3,4,4,2,4,3,3,2,4,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3.464285714
src07_hrc20.avi               ,4,3,2,4,3,3,4,4,3,4,3,4,2,2,3,2,2,3,4,3,2,2,2,2,2,2,3,4,2.892857143
src07_hrc22.avi               ,3,3,2,5,3,3,3,3,3,3,3,4,2,3,4,4,4,5,4,4,2,4,2,2,3,5,4,4,3.357142857
src07_hrc23.avi               ,3,4,4,4,4,3,3,4,3,4,4,5,3,3,4,4,3,3,4,3,2,3,3,4,3,2,2,4,3.392857143
src07_hrc24.avi               ,4,4,4,5,5,4,4,5,3,4,5,5,3,3,4,4,5,4,5,5,3,4,3,5,4,3,4,3,4.071428571
src07_hrc25.avi               ,3,4,4,5,4,4,4,5,3,4,4,4,3,4,4,4,5,3,4,4,3,4,3,3,4,4,4,3,3.821428571
src07_hrc26.avi               ,4,3,3,5,4,4,4,4,4,3,5,5,3,4,4,4,2,4,4,4,3,4,3,3,3,4,4,3,3.714285714
src07_hrc27.avi               ,4,3,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3.857142857
src07_hrc28.avi               ,4,4,5,5,3,3,4,3,3,4,4,4,3,4,3,5,5,4,5,4,2,3,3,4,3,4,3,3,3.714285714
src07_hrc29.avi               ,5,4,4,4,4,4,4,5,3,4,4,4,3,3,3,4,2,4,4,3,3,3,3,3,4,5,4,2,3.642857143
src07_hrc31.avi               ,4,4,4,4,4,4,5,5,3,4,4,5,4,4,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4.357142857
src07_hrc31.avi               ,4,5,4,5,5,4,5,5,5,3,4,5,4,4,5,4,5,5,5,2,4,4,3,5,5,5,4,4,4.357142857
src07_hrc32.avi               ,3,4,3,3,4,3,4,4,2,3,4,4,3,3,2,3,4,3,5,4,2,3,3,3,3,4,4,4,3.357142857
src07_hrc32.avi               ,4,2,4,4,3,4,3,4,2,2,4,4,2,3,3,2,4,4,4,3,3,3,2,4,4,2,2,2,3.107142857
src07_hrc33.avi               ,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,4,1,2,2,2,2,2,1,3,1.785714286
src07_hrc37.avi               ,3,3,3,3,4,4,4,3,2,3,4,4,3,4,3,2,3,3,5,2,3,2,3,5,5,2,3,3,3.25
src07_hrc38.avi               ,4,5,5,5,5,5,4,4,4,4,5,5,3,4,4,4,4,3,5,4,3,3,5,5,5,5,4,3,4.25
src07_hrc39.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src07_hrc40.avi               ,2,2,3,2,3,3,2,2,1,2,2,3,2,2,2,2,2,3,2,3,1,2,1,3,2,1,3,3,2.178571429
src07_hrc41.avi               ,4,4,3,5,4,4,5,4,3,3,4,5,4,4,5,5,5,5,5,5,3,4,3,5,5,5,4,4,4.25
src08_hrc00.avi               ,5,4,4,5,5,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4.714285714
src08_hrc00.avi               ,5,5,5,5,5,5,5,4,4,3,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4.714285714
src08_hrc02.avi               ,5,2,1,2,2,2,2,1,1,2,2,1,1,3,2,3,2,1,4,3,1,1,1,1,2,1,2,2,1.892857143
src08_hrc04.avi               ,5,3,4,2,3,3,4,2,2,3,3,2,3,3,2,4,3,2,4,3,2,3,3,2,3,4,2,3,2.928571429
src08_hrc05.avi               ,3,2,2,2,3,3,3,3,2,4,3,3,3,4,4,4,2,3,4,3,2,3,3,5,3,3,3,3,3.035714286
src08_hrc06.avi               ,4,4,3,4,4,4,4,4,2,4,3,2,3,3,3,4,2,3,4,5,2,4,2,2,3,4,4,3,3.321428571
src08_hrc07.avi               ,4,4,2,3,4,3,4,4,2,3,4,3,3,4,3,3,3,3,4,4,2,3,3,2,3,3,3,3,3.178571429
src08_hrc08.avi               ,5,4,4,5,3,4,4,3,2,4,4,3,3,3,4,4,3,3,4,4,3,4,2,4,4,2,4,4,3.571428571
src08_hrc09.avi               ,4,3,2,3,3,3,4,4,2,3,3,3,3,2,2,3,3,2,4,3,1,3,2,1,3,2,3,1,2.678571429
src08_hrc10.avi               ,5,3,3,3,4,3,4,2,2,4,3,4,2,3,3,3,4,2,4,3,2,3,2,3,3,3,3,4,3.107142857
src08_hrc11.avi               ,4,2,2,3,3,3,3,2,1,2,2,2,2,3,2,2,3,2,4,3,1,1,2,1,2,2,2,3,2.285714286
src08_hrc12.avi               ,5,4,2,4,3,4,4,4,2,4,3,5,3,4,3,2,3,2,4,5,2,4,2,3,4,3,4,3,3.392857143
src08_hrc15.avi               ,3,3,4,3,3,4,4,3,2,3,4,5,2,4,4,3,2,3,4,3,1,2,2,2,3,3,4,2,3.035714286
src08_hrc16.avi               ,5,3,2,2,3,2,4,4,2,3,3,4,2,3,3,3,2,3,3,3,2,3,2,4,3,2,3,3,2.892857143
src08_hrc17.avi               ,4,4,3,4,4,4,4,3,4,4,5,3,3,4,4,4,3,4,3,3,2,3,2,5,3,3,4,3,3.535714286
src08_hrc18.avi               ,5,4,5,4,3,5,4,4,3,3,4,4,3,5,3,3,3,4,4,3,2,4,3,3,4,4,3,3,3.642857143
src08_hrc19.avi               ,5,3,3,4,3,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,2,3,3,3,3,5,3,3,3.428571429
src08_hrc20.avi               ,5,4,3,4,3,3,4,2,2,3,3,2,2,4,3,3,2,3,4,3,1,2,2,2,3,2,3,3,2.857142857
src08_hrc22.avi               ,5,3,4,5,4,4,4,4,3,4,3,4,3,5,3,4,4,5,4,4,2,4,3,4,3,3,3,4,3.75
src08_hrc23.avi               ,5,4,3,4,4,4,4,4,3,3,3,4,3,5,3,3,2,3,4,4,3,4,3,3,3,5,3,5,3.607142857
src08_hrc24.avi               ,5,5,3,4,5,4,5,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,3,3,4,5,5,4,4.392857143
src08_hrc25.avi               ,4,4,5,5,4,4,4,4,4,4,4,4,3,5,3,4,4,5,4,4,3,5,3,4,4,5,4,3,4.035714286
src08_hrc26.avi               ,5,4,3,5,4,4,5,5,3,4,5,4,3,5,4,5,3,4,4,4,3,5,3,5,4,4,4,4,4.107142857
src08_hrc27.avi               ,4,4,3,4,5,5,4,5,4,4,5,5,4,5,4,4,3,5,5,4,3,4,3,5,4,5,4,5,4.25
src08_hrc28.avi               ,5,4,4,5,4,3,5,4,3,5,4,4,4,4,5,4,5,4,5,4,2,4,4,3,3,4,4,3,4
src08_hrc29.avi               ,4,5,4,4,4,4,4,4,4,3,4,5,3,5,4,3,5,4,5,3,3,4,3,4,4,3,4,3,3.892857143
src08_hrc31.avi               ,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,5,5,5,4.642857143
src08_hrc31.avi               ,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,5,4.75
src08_hrc32.avi               ,4,2,3,3,4,3,4,4,3,2,4,5,3,4,4,3,4,3,3,2,3,3,4,4,4,3,4,5,3.464285714
src08_hrc32.avi               ,5,2,4,5,5,2,3,3,2,2,3,5,4,4,3,3,3,3,5,3,3,3,4,5,4,3,3,5,3.535714286
src08_hrc33.avi               ,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1.428571429
src08_hrc37.avi               ,3,2,1,3,3,3,4,2,2,2,2,3,3,4,2,3,2,4,4,2,1,2,3,5,3,3,2,2,2.678571429
src08_hrc38.avi               ,5,4,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4.714285714
src08_hrc39.avi               ,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1.142857143
src08_hrc40.avi               ,2,2,2,4,2,2,2,2,1,1,3,2,2,3,1,2,2,3,2,1,1,2,1,4,1,1,2,2,1.964285714
src08_hrc41.avi               ,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,3,4,5,5,5,4,4,2,5,5,5,5,5,4.607142857
src09_hrc00.avi               ,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,4.75
src09_hrc00.avi               ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,4,5,5,4,4,5,4,5,5,4.75
src09_hrc02.avi               ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1.107142857
src09_hrc04.avi               ,2,2,2,2,3,1,2,3,1,2,4,3,2,1,2,3,1,2,2,3,1,1,1,1,2,1,2,2,1.928571429
src09_hrc05.avi               ,3,2,1,2,3,2,3,2,1,2,3,3,2,2,3,2,1,3,3,2,1,1,2,2,2,2,4,2,2.178571429
src09_hrc06.avi               ,2,3,2,3,2,2,3,3,2,2,2,3,2,3,3,2,3,2,3,3,1,2,2,2,3,3,2,3,2.428571429
src09_hrc07.avi               ,3,3,2,3,3,3,2,3,1,2,3,1,3,3,3,3,1,2,2,3,1,3,3,2,3,3,2,3,2.464285714
src09_hrc08.avi               ,3,2,4,3,3,3,4,2,2,4,2,5,3,2,4,2,3,3,3,3,2,2,2,2,3,5,3,3,2.928571429
src09_hrc09.avi               ,3,2,2,3,4,2,3,3,1,2,2,2,3,2,3,2,3,2,3,3,1,2,2,1,1,4,1,2,2.285714286
src09_hrc10.avi               ,2,2,2,2,3,3,3,4,2,2,2,3,3,3,3,2,2,3,3,3,1,2,3,2,2,2,2,3,2.464285714
src09_hrc11.avi               ,3,3,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,1,1,1,1,2,1.821428571
src09_hrc12.avi               ,2,3,2,4,3,3,3,3,2,3,3,5,2,3,2,3,2,2,3,3,1,2,2,2,2,2,2,2,2.535714286
src09_hrc15.avi               ,2,3,3,2,3,2,2,2,1,3,2,2,2,2,1,3,3,2,3,3,2,2,3,2,2,4,2,3,2.357142857
src09_hrc16.avi               ,2,2,2,3,2,2,2,2,1,3,4,3,1,2,2,2,2,2,4,2,1,1,2,1,2,2,2,2,2.071428571
src09_hrc17.avi               ,3,4,2,3,3,3,3,3,2,3,2,3,3,3,2,4,3,3,3,3,1,2,3,2,3,2,2,3,2.714285714
src09_hrc18.avi               ,2,2,3,3,4,3,3,4,2,2,2,4,2,2,3,2,3,5,3,4,2,2,2,4,2,3,2,3,2.785714286
src09_hrc19.avi               ,3,4,2,2,4,4,2,4,2,3,3,3,2,4,3,3,4,3,4,3,2,2,3,2,3,3,3,4,3
src09_hrc20.avi               ,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,3,3,3,1,1,3,2,2,1,2,2,2.178571429
src09_hrc22.avi               ,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,4,2,3,3,3,2,3,2,3,2,3,2,3,3
src09_hrc23.avi               ,3,3,2,3,3,3,2,4,2,3,3,2,2,2,3,2,2,3,3,4,2,3,2,3,3,3,3,4,2.75
src09_hrc24.avi               ,3,3,3,4,4,3,4,3,3,4,4,5,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3.535714286
src09_hrc25.avi               ,2,4,3,4,4,4,4,3,3,3,3,4,3,3,2,3,2,3,4,3,3,3,3,4,3,2,3,4,3.178571429
src09_hrc26.avi               ,3,3,3,3,4,3,4,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,5,3.321428571
src09_hrc27.avi               ,3,3,3,3,4,4,3,4,2,4,4,3,3,4,2,4,3,3,3,3,3,3,2,2,4,4,3,4,3.214285714
src09_hrc28.avi               ,3,3,4,3,3,4,3,3,3,4,5,4,3,3,3,4,5,3,4,3,3,3,3,3,4,4,3,4,3.464285714
src09_hrc29.avi               ,4,3,3,3,4,3,3,4,2,3,3,4,3,3,3,4,3,3,4,3,2,3,3,3,4,3,3,4,3.214285714
src09_hrc31.avi               ,2,4,4,3,3,4,4,4,3,5,4,5,4,4,5,4,5,3,3,4,3,3,4,5,4,4,4,4,3.857142857
src09_hrc31.avi               ,3,3,5,5,5,4,4,4,4,5,5,5,4,4,5,4,3,5,3,4,3,4,4,5,4,4,4,5,4.178571429
src09_hrc32.avi               ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,1,2,3,2,2,1,4,3,2.035714286
src09_hrc32.avi               ,2,2,2,3,3,2,2,2,1,1,2,3,2,2,2,2,1,2,2,2,1,3,2,3,2,1,2,3,2.035714286
src09_hrc33.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src09_hrc37.avi               ,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,3,2,3,4,1.928571429
src09_hrc38.avi               ,3,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,5,4,3,3,2,4,4,4,4,4,4,5,3.928571429
src09_hrc39.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.035714286
src09_hrc40.avi               ,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.142857143
src09_hrc41.avi               ,4,4,3,3,4,5,4,4,4,4,4,3,3,4,3,4,5,4,3,4,2,4,4,4,5,5,4,4,3.857142857
src10_hrc00.avi               ,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,4.821428571
src10_hrc00.avi               ,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.964285714
src10_hrc02.avi               ,4,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,3,1,2,1.464285714
src10_hrc04.avi               ,3,3,1,2,2,3,2,2,1,1,2,1,1,2,2,2,1,2,3,3,1,2,2,3,2,2,2,2,1.964285714
src10_hrc05.avi               ,3,3,1,2,2,3,1,2,1,2,3,2,2,2,2,3,2,3,3,3,2,1,2,2,2,3,1,1,2.107142857
src10_hrc06.avi               ,4,3,3,3,2,3,3,3,2,2,3,4,2,3,2,3,1,3,4,3,1,2,3,3,3,2,2,3,2.678571429
src10_hrc07.avi               ,2,3,4,3,2,3,3,2,3,3,2,3,2,3,1,3,1,3,3,2,1,2,2,2,2,3,2,3,2.428571429
src10_hrc08.avi               ,3,4,4,2,2,3,2,4,3,2,4,3,2,3,3,4,2,2,4,3,2,2,2,2,3,4,3,4,2.892857143
src10_hrc09.avi               ,2,3,1,4,2,3,2,2,2,4,1,2,1,2,2,2,1,2,3,1,1,2,2,2,2,1,2,2,2
src10_hrc10.avi               ,4,4,1,3,3,3,4,3,2,2,2,4,3,3,2,3,4,2,4,3,2,2,2,2,2,2,3,3,2.75
src10_hrc11.avi               ,3,2,1,2,2,2,2,3,1,2,4,2,2,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1.928571429
src10_hrc12.avi               ,4,4,2,3,3,2,3,4,2,2,2,2,2,3,2,3,2,2,3,3,1,1,3,2,3,2,2,3,2.5
src10_hrc15.avi               ,3,2,1,3,1,2,2,3,2,2,2,4,3,3,2,3,2,2,3,2,2,2,2,1,2,1,2,2,2.178571429
src10_hrc16.avi               ,3,4,1,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,2,2,2.107142857
src10_hrc17.avi               ,4,4,3,2,2,4,3,3,2,3,4,2,2,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,2.75
src10_hrc18.avi               ,3,4,2,3,3,4,3,3,2,2,3,2,3,3,3,4,3,3,4,3,2,2,3,2,3,2,2,3,2.821428571
src10_hrc19.avi               ,3,4,2,4,2,4,3,3,3,2,3,4,2,3,2,3,1,5,4,2,1,2,2,2,3,3,3,3,2.785714286
src10_hrc20.avi               ,3,3,3,3,1,3,1,2,1,2,3,2,2,2,2,2,1,2,2,3,1,1,2,1,2,2,2,3,2.035714286
src10_hrc22.avi               ,4,4,2,4,3,4,3,3,3,3,2,3,3,3,3,3,2,5,4,4,2,2,3,4,3,4,2,3,3.142857143
src10_hrc23.avi               ,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,1,4,4,3,2,3,3,2,3,3,2,2,2.714285714
src10_hrc24.avi               ,4,4,4,4,3,4,3,4,3,3,5,5,4,4,3,4,2,3,4,4,3,3,4,4,3,4,4,4,3.678571429
src10_hrc25.avi               ,3,3,2,3,3,4,2,3,3,4,4,5,2,4,2,3,2,4,4,3,2,4,3,3,2,4,3,3,3.107142857
src10_hrc26.avi               ,4,4,3,3,3,4,3,4,3,3,3,5,3,3,3,4,2,4,4,4,2,3,3,3,3,5,4,4,3.428571429
src10_hrc27.avi               ,3,4,2,4,3,3,3,3,2,3,3,4,3,4,3,4,2,4,3,4,3,3,3,4,3,3,4,4,3.25
src10_hrc28.avi               ,5,4,3,3,2,3,3,4,3,3,4,3,3,3,2,3,2,3,4,3,3,3,3,3,4,3,4,3,3.178571429
src10_hrc29.avi               ,3,3,2,4,3,3,3,3,3,3,4,5,3,3,3,2,2,4,3,3,2,4,3,5,3,4,4,3,3.214285714
src10_hrc31.avi               ,3,4,4,3,4,4,4,4,4,3,5,3,4,4,4,5,3,3,4,3,3,4,4,4,4,5,4,3,3.785714286
src10_hrc31.avi               ,3,5,3,5,3,5,3,3,4,3,4,4,3,4,3,4,2,5,4,5,3,4,2,5,4,4,4,4,3.75
src10_hrc32.avi               ,2,2,2,2,3,2,2,2,1,1,3,1,3,2,1,3,2,3,3,3,2,2,2,2,2,2,3,3,2.178571429
src10_hrc32.avi               ,2,2,1,2,2,2,3,2,1,1,2,4,2,3,1,2,1,4,3,1,1,2,2,4,2,2,2,2,2.071428571
src10_hrc33.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1.071428571
src10_hrc37.avi               ,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,4,2,4,2,2,1.821428571
src10_hrc38.avi               ,5,5,3,4,4,4,4,2,3,3,5,4,3,4,4,4,2,5,4,3,3,4,3,4,4,3,4,5,3.75
src10_hrc39.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src10_hrc40.avi               ,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.107142857
src10_hrc41.avi               ,4,4,4,3,3,3,3,3,4,4,5,4,3,4,3,4,3,5,4,3,3,4,2,5,3,5,4,4,3.678571429
src11_hrc00.avi               ,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,4.75
src11_hrc00.avi               ,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,2,5,5,4,5,4,5,5,4,5,5,4.642857143
src11_hrc02.avi               ,2,1,1,1,1,3,2,2,1,2,3,2,2,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1.535714286
src11_hrc04.avi               ,3,2,2,2,2,3,3,4,1,2,2,2,2,4,3,2,1,3,4,3,1,2,2,2,2,3,2,2,2.357142857
src11_hrc05.avi               ,3,3,2,4,3,2,4,3,2,2,3,3,3,3,2,3,4,2,3,2,2,3,2,3,3,1,2,4,2.714285714
src11_hrc06.avi               ,4,3,4,3,3,2,4,3,2,2,2,3,2,3,3,4,2,4,4,3,1,2,3,1,3,2,3,2,2.75
src11_hrc07.avi               ,3,3,4,3,3,3,4,4,1,2,3,3,2,3,3,2,2,2,3,4,2,2,3,1,2,3,3,4,2.75
src11_hrc08.avi               ,4,3,4,3,3,3,3,3,2,3,4,4,3,3,3,3,2,4,4,3,3,2,3,3,3,3,3,3,3.107142857
src11_hrc09.avi               ,4,4,2,3,3,3,2,2,2,3,4,2,3,2,3,2,3,3,3,3,2,2,2,2,2,1,1,3,2.535714286
src11_hrc10.avi               ,3,3,3,3,4,3,4,4,2,3,3,4,3,3,3,3,2,3,4,3,1,2,2,2,3,4,2,2,2.892857143
src11_hrc11.avi               ,4,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2.142857143
src11_hrc12.avi               ,3,3,2,3,3,4,3,3,2,3,4,3,2,2,3,3,1,3,4,3,2,4,2,2,3,2,3,2,2.75
src11_hrc15.avi               ,4,4,2,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,2,2,2,3,2,2,2.857142857
src11_hrc16.avi               ,3,2,2,2,3,2,3,4,1,2,4,3,2,3,2,4,1,2,3,3,2,3,3,4,2,2,1,2,2.5
src11_hrc17.avi               ,4,3,2,4,3,4,4,3,2,3,3,4,3,4,4,4,3,2,4,3,2,4,2,3,3,3,4,4,3.25
src11_hrc18.avi               ,3,3,4,4,3,4,3,3,3,3,3,4,3,4,3,3,2,4,4,3,2,3,3,4,2,5,3,3,3.25
src11_hrc19.avi               ,4,3,3,3,3,4,3,3,3,3,3,2,3,4,3,4,3,3,4,3,2,4,3,2,2,4,3,3,3.107142857
src11_hrc20.avi               ,3,3,2,3,3,2,3,3,2,3,3,4,2,3,3,2,3,2,3,3,1,3,2,1,2,2,3,2,2.535714286
src11_hrc22.avi               ,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,2,3,4,3,2,3,3,3,4,3,3,3,3.392857143
src11_hrc23.avi               ,4,3,3,3,4,3,4,4,2,3,4,3,3,3,3,3,3,3,4,3,3,2,2,4,2,4,2,3,3.107142857
src11_hrc24.avi               ,4,3,3,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,3,4,3,4,2,5,4,5,3,5,3.892857143
src11_hrc25.avi               ,4,4,4,4,4,4,4,5,3,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,4,3.535714286
src11_hrc26.avi               ,3,4,3,3,4,4,4,4,2,3,4,4,3,5,4,3,3,4,4,4,2,5,3,4,3,4,4,4,3.607142857
src11_hrc27.avi               ,4,3,4,3,3,4,4,5,3,3,4,3,3,4,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3.75
src11_hrc28.avi               ,3,4,4,3,4,4,4,4,2,3,4,5,3,3,4,3,4,3,3,3,3,3,3,2,4,2,4,4,3.392857143
src11_hrc29.avi               ,4,4,4,4,3,4,4,4,3,4,4,5,3,3,4,4,4,4,3,4,3,4,3,5,4,3,3,3,3.714285714
src11_hrc31.avi               ,4,4,3,4,4,5,5,5,3,3,5,5,4,4,3,5,4,5,5,5,4,3,4,4,5,4,3,4,4.142857143
src11_hrc31.avi               ,4,4,3,5,5,5,5,4,3,4,5,5,3,5,5,4,4,3,5,4,4,4,4,5,4,5,4,5,4.285714286
src11_hrc32.avi               ,3,2,3,2,4,2,4,2,1,2,3,2,3,3,1,2,2,2,4,2,1,2,3,2,3,3,3,3,2.464285714
src11_hrc32.avi               ,2,2,3,5,3,2,3,3,2,1,3,4,3,3,1,1,1,3,4,2,1,2,3,2,3,2,2,2,2.428571429
src11_hrc33.avi               ,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1.178571429
src11_hrc37.avi               ,3,2,3,2,3,2,3,2,1,3,2,4,3,3,2,2,1,3,2,2,1,2,3,3,2,2,3,4,2.428571429
src11_hrc38.avi               ,4,4,3,5,5,5,4,4,3,5,5,5,4,5,4,4,4,5,4,5,4,4,5,5,5,5,4,3,4.357142857
src11_hrc39.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src11_hrc40.avi               ,2,1,2,1,1,1,2,1,1,2,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,2,2,3,1.464285714
src11_hrc41.avi               ,3,4,5,5,5,4,5,5,4,5,5,3,4,5,5,4,5,4,4,5,4,4,4,5,5,5,3,4,4.392857143
src13_hrc00.avi               ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,3,4.821428571
src13_hrc00.avi               ,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4.857142857
src13_hrc02.avi               ,4,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1.357142857
src13_hrc04.avi               ,4,3,1,2,3,3,2,2,1,3,1,2,1,2,2,2,2,2,2,2,1,1,1,3,2,1,2,3,2
src13_hrc05.avi               ,3,3,2,4,3,3,4,2,1,2,2,2,1,2,3,2,1,2,2,3,1,1,2,2,2,1,3,2,2.178571429
src13_hrc06.avi               ,4,4,2,3,3,3,3,4,1,2,3,2,2,3,3,3,2,1,4,3,1,1,1,1,2,3,3,3,2.5
src13_hrc07.avi               ,3,2,1,3,3,3,3,4,3,3,2,2,2,3,3,3,1,4,4,3,1,1,3,1,2,2,3,3,2.535714286
src13_hrc08.avi               ,3,4,1,4,4,3,4,5,2,4,4,3,3,3,3,3,2,2,4,4,1,2,2,5,3,3,3,3,3.107142857
src13_hrc09.avi               ,3,2,2,3,2,3,4,2,2,3,2,2,2,2,2,3,2,4,3,3,1,2,2,2,2,3,3,2,2.428571429
src13_hrc10.avi               ,3,4,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,4,3,3,2,3,2,1,2,3,2,4,2.642857143
src13_hrc11.avi               ,2,3,1,2,2,3,1,2,1,2,2,2,2,2,2,2,1,1,3,2,1,1,2,1,1,1,1,2,1.714285714
src13_hrc12.avi               ,4,4,1,3,3,4,3,4,2,3,3,2,2,3,4,3,3,1,3,3,1,2,3,1,2,2,3,2,2.642857143
